organismo,proveedor,monto,fecha_licitacion,fecha_adjudicacion,objeto_licitacion,estado,dias_adjudicacion
HOSPITAL DE SAN CARLOS,DO#A NELDA PRODUCTOS ENVASADOS SAS,4.264484e+16,,2025-11-06,R/050229920019,ACTIVE,
INTENDENCIA DE MONTEVIDEO,DIAZ BENITEZ MARCIA ALEJANDRA,2034000.0,,2023-11-29,R/217032670017,ACTIVE,
CENTRO HOSPITALARIO PEREIRA ROSSELL,CLARO RIOS ALEXIS ALEJANDRO,1697818818.0,,2025-10-30,R/217867550012,ACTIVE,
CONSEJO DIRECTIVO CENTRAL,LIBRURAS SRL,1920000.0,,2025-08-26,R/213881550013,ACTIVE,
BANCO DE PREVISIÓN SOCIAL,MEDI IMPORT S.A.,11475409.0,,2025-04-01,R/212291040019,ACTIVE,
ADMINISTRACIÓN DE LAS OBRAS SANITARIAS DEL ESTADO,MARRERO SANDE CRISTIAN MICHEL,3040000.0,,2025-08-18,R/217986810018,ACTIVE,
BANCO DE PREVISIÓN SOCIAL,LUMIAR HEALTH CARE S.A.,1802003.0,,2025-05-29,R/217248670015,ACTIVE,
CENTRO HOSPITALARIO PEREIRA ROSSELL,MONEO CHARFULIO CLAUDIO DANIEL,95000.0,,2025-03-13,R/212599000011,ACTIVE,
CONSEJO DE EDUCACIÓN INICIAL Y PRIMARIA,ERTEC S A,51800.0,,2025-11-05,R/210001320017,ACTIVE,
RED DE ATENCIÓN PRIMARIA DE RIVERA,KALINSUR S A,1054540.0,,2025-08-11,R/215248210018,ACTIVE,
SECRETARÍA DEL MINISTERIO DEL INTERIOR,ALENKAR LTDA.,9860.0,,2025-09-03,R/216162550013,ACTIVE,
JEFATURA DE POLICÍA DE RIVERA,MACHADO LOTITO MARTHA LILIAN,259754.0,,2025-05-23,R/140096950019,ACTIVE,
CENTRO UNIVERSITARIO REGIONAL ESTE,GONZALEZ GONZALEZ ENRIQUE MANUEL,10000.0,,2025-06-11,R/215105940012,ACTIVE,
DIRECCIÓN GENERAL DE SECRETARÍA,ESTUDIO SERIGRAFICO SAS,43200.0,,2025-10-06,R/219145710010,ACTIVE,
DIRECCIÓN NACIONAL DE COORDINACIÓN EN EL INTERIOR,LAYES PEREIRA MARIA TERESA,1980000.0,,2025-07-29,R/090278470012,ACTIVE,
INTENDENCIA DE MONTEVIDEO,ALONSO LUJAMBIO PILAR,2793990.0,,2025-12-12,R/219397290016,ACTIVE,
"INST.NAL.DONAC.YTRASP.CÉLULAS,TEJ.Y ORGANOS",DIRECCION GENERAL DE SECRETARIA DEL M.S.P.,54443.0,,2025-01-02,T/12001,ACTIVE,
HOSPITAL MACIEL,NEOMED S.A.S.,780000.0,,2025-05-12,R/210740420011,ACTIVE,
HOSPITAL -CENTRO GERIÁTRICO DR. LUIS PIÑEIRO DEL CAMPO,PIAMONT SRL,192050.0,,2025-07-29,R/216153070012,ACTIVE,
"ADMINISTRACIÓN NACIONAL DE COMBUSTIBLE, ALCOHOL Y PORTLAND",ABB S.A.U,853779.0,,2025-11-10,R/210144720019,ACTIVE,
INTENDENCIA DE MONTEVIDEO,TAYM URUGUAY SOCIEDAD ANÓNIMA,2176200.0,,2022-05-25,R/216498090018,ACTIVE,
OFICINAS CENTRALES Y ESCUELAS DEPENDIENTES DE RECTORADO,B N TOURS S A,22330.0,,2025-07-03,R/214603450019,ACTIVE,
INTENDENCIA DE CANELONES,MEDILAND S A,4116800.0,,2025-11-10,R/214845810017,ACTIVE,
ADMINSTRACIÓN NACIONAL DE CORREOS,ROMERO AGRASSO LEONARDO GABRIEL,26000.0,,2025-11-10,R/190121700013,ACTIVE,
DIRECCIÓN NACIONAL DE ARQUITECTURA,CASTELMAR S R L,92952.0,,2025-04-30,R/210484420011,ACTIVE,
CENTRO DEPARTAMENTAL DE PAYSANDÚ,OLECAR S A,4960000.0,,2025-02-26,R/213590820014,ACTIVE,
ADMINISTRACIÓN NACIONAL DE PUERTOS,SEBITUR SOCIEDAD ANONIMA,2112050.0,,2025-06-24,R/215052830013,ACTIVE,
RED DE ATENCIÓN PRIMARIA DE ROCHA,BARANZANO PIÑEIRO PABLO GONZALO,71000.0,,2025-05-27,R/150211230017,ACTIVE,
JEFATURA DE POLICÍA DE CERRO LARGO,SARTORIO ALVEZ MARCELO,68196718.0,,2025-07-22,R/030151010015,ACTIVE,
HOSPITAL DE SAN CARLOS,LUZARDO GUADALUPE LEONEL ALFREDO,5180.0,,2025-01-22,R/100169260018,ACTIVE,
CONSEJO DE EDUCACIÓN TÉCNICO-PROFESIONAL,UNION RURAL DE FLORES COOPERATIVA AGRARIA DE RESP.,10904677.0,,2025-02-14,R/060005560016,ACTIVE,
ADMINISTRACIÓN NACIONAL DE PUERTOS,CILIURCZUK LTDA.,739500.0,,2025-06-17,R/211485270011,ACTIVE,
DIREC.SISTEMA DE ATENCIÒN INTEGRAL PERSONAS PRIVAD. LIBERTAD,ACQUEDUCT LTDA,360000.0,,2025-03-31,R/215525780018,ACTIVE,
ADMINISTRACIÓN NACIONAL DE TELECOMUNICACIONES,,,,2025-08-12,,CANCELLED,
CENTRO UNIVERSITARIO REGIONAL LITORAL NORTE,FAN GONZALEZ MARCOS SEBASTIAN,4557378.0,,2024-09-11,R/120344510019,ACTIVE,
CONSEJO DE EDUCACIÓN INICIAL Y PRIMARIA,RODRIGUEZ MAYO MIRTA LILIAN,6453479.0,,2025-02-05,R/150569940012,ACTIVE,
INSTITUTO NACIONAL DE ALIMENTACIÓN,ATEL S A,6930.0,,2025-07-28,R/211460450016,ACTIVE,
HOSPITAL VILARDEBÓ,VANTEC LTDA,18600.0,,2025-02-17,R/212509200016,ACTIVE,
INTENDENCIA DE MONTEVIDEO,ASCHIERI SOLARI MARIA JOSE,1504920.0,,2025-02-21,R/150652840011,ACTIVE,
CONSEJO DE EDUCACIÓN TÉCNICO-PROFESIONAL,SAN RAFAEL S R L,1770491804.0,,2025-11-03,R/210631560017,ACTIVE,
INTENDENCIA DE MONTEVIDEO,DANYFER LTDA,89000.0,,2025-11-05,R/214148370015,ACTIVE,
CONSEJO DE EDUCACIÓN TÉCNICO-PROFESIONAL,ASOCIACION RURAL DEL URUGUAY,575400.0,,2025-03-11,R/214543680013,ACTIVE,
CONSEJO DE EDUCACIÓN TÉCNICO-PROFESIONAL,LABORDE ALMIRON LUIS ALBERTO,29262295.0,,2025-09-11,R/210915000016,ACTIVE,
"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",GERNIL S A,1078000.0,,2025-08-19,R/211567410011,ACTIVE,
"ADMINISTRACIÓN NACIONAL DE COMBUSTIBLE, ALCOHOL Y PORTLAND",ASOCIACION URUGUAYA DE VOLANTES,91700.0,,2025-06-05,R/214139250010,ACTIVE,
CONSEJO DE EDUCACIÓN TÉCNICO-PROFESIONAL,DA SILVA BOTTINO ROBIN MARCELO,665000.0,,2025-06-24,R/217516240010,ACTIVE,
HOSPITAL DE SAN CARLOS,PSICOAPRENDIZAJES SAS,69850.0,,2025-10-29,R/219620330019,ACTIVE,
HOSPITAL MACIEL,ZIGEL LIMITADA,12300.0,,2025-06-25,R/213381630018,ACTIVE,
CANAL 5 - SERVICIO DE TELEVISIÓN NACIONAL,BETTER BENADERET DANIEL ALBERTO,74600.0,,2025-04-11,R/213921200018,ACTIVE,
HOSPITAL DR. GUSTAVO SAINT BOIS,COSTA PELLEJERO MAURO EDUARDO,348000.0,,2025-02-20,R/217607670018,ACTIVE,
BANCO DE LA REPÚBLICA DEL URUGUAY,"ISOARDI LEONARDO MARIA, METRE TAROCO JAVIER LEONARDO Y OTROS",913900.0,,2025-03-26,R/215762320010,ACTIVE,
BANCO DE SEGUROS DEL ESTADO,LIFENIR SOCIEDAD ANONIMA,342000.0,,2025-01-17,R/215389740013,ACTIVE,
COMANDO GENERAL DE LA ARMADA,,,,,,UNSUCCESSFUL,
"DIRECCIÓN NACIONAL DE INNOVACIÓN, CIENCIA Y TECNOLOGÍA",FIGUEIRA CABRERA FACUNDO,4031967.0,,2025-05-20,R/218000750013,ACTIVE,
BANCO DE SEGUROS DEL ESTADO,CEN-VAS LTDA.,978000.0,,2025-05-07,R/212374750013,ACTIVE,
HOSPITAL DE SAN CARLOS,ABBOTT LABORATORIES URUGUAY SA,12990.0,,2025-08-04,R/210133230015,ACTIVE,
DIRECCIÓN NACIONAL DE TURISMO,ZAROBA SALDIVIA FERNANDA VALENTINA,1389760.0,,2025-05-29,R/090308880019,ACTIVE,
CENTRO DEPARTAMENTAL DE ROCHA,MALICOR S.A.S,3.8140984e+16,,2025-09-03,R/218822430016,ACTIVE,
UNIDAD REGULADORA DE SERVICIOS DE COMUNICACIONES (URSEC),MELFON S A,196721.0,,2025-09-02,R/212397520014,ACTIVE,
INTENDENCIA DE MONTEVIDEO,TORRENS ESCOTO VANESSA,3580000.0,,2025-09-26,R/219509460015,ACTIVE,
LABORATORIO QUÍMICO INDUSTRIAL FRANCISCO DORREGO,SYAR S A,58500.0,,2025-01-10,R/210159030013,ACTIVE,
BANCO DE PREVISIÓN SOCIAL,PETO I S.R.L.,393443.0,,2025-10-30,R/060054150012,ACTIVE,
JEFATURA DE POLICÍA DE CANELONES,GULPIO GONZATTO JORGE GUZMAN,6967213099999999.0,,2025-06-23,R/020243210013,ACTIVE,
BANCO DE SEGUROS DEL ESTADO,EMPRESA SALHON S A,344262.0,,2025-02-24,R/210118530011,ACTIVE,
CENTRO DEPARTAMENTAL DE MALDONADO,DAVID TORRE VICTOR EDUARDO,690000.0,,2025-11-11,R/218303240011,ACTIVE,
CENTRO DEPARTAMENTAL DE FLORES,DANSTON S.A.,44850.0,,2025-06-27,R/213821900018,ACTIVE,
HOSPITAL DEL CERRO,INCHE SOCIEDAD ANONIMA,1.1529446180000002e+16,,2025-09-03,R/217197670013,ACTIVE,
DIRECCIÓN GENERAL DE COORDINACIÓN,MENENDEZ OTEGUI TANIA CAROLINA,3075909.0,,2025-12-18,R/050107580019,ACTIVE,
INTENDENCIA DE CANELONES,COOPERATIVA SOCIAL PEDRENSE,8552443863599999.0,,2025-08-15,R/080241550015,ACTIVE,
JEFATURA DE POLICÍA DE TACUAREMBÓ,CACERES MARTINEZ JORGE LUIS,31000.0,,2025-06-04,R/190274180016,ACTIVE,
INTENDENCIA DE MONTEVIDEO,MENASOL SOCIEDAD ANONIMA,6425360000000001.0,,2025-09-17,R/216577410015,ACTIVE,
INTENDENCIA DE MONTEVIDEO,PREGO GARCIA ERIKA VALERIA,154918.0,,2025-09-17,R/216560510011,ACTIVE,
INSTITUTO DE INVESTIGACIONES BIOLÓGICAS CLEMENTE ESTABLE,CANTERO NUÑEZ RICHARD WASHINGTON Y TRAVIESO CILURCZUK YENNY,635000.0,,2025-09-30,R/216907790010,ACTIVE,
INTENDENCIA DE CANELONES,EIRIN TODEZ AIDA,4500000.0,,2025-04-23,R/151024320014,ACTIVE,
INTENDENCIA DE MONTEVIDEO,FUENTES ESPINOSA EDSON YURI,4959600.0,,2025-10-09,R/215128700018,ACTIVE,
INTENDENCIA DE COLONIA,ROPLAST S.R.L.,4180300.0,,2025-01-22,R/040422660018,ACTIVE,
INTENDENCIA DE MONTEVIDEO,MARTINICORENA ROSSY MARIA SOFIA,1365000.0,,2025-05-28,R/217612080010,ACTIVE,
DIRECCIÓN GENERAL DE LOS SERVICIOS,PIANORAL SOCIEDAD ANONIMA,168480.0,,2025-12-02,R/216659160012,ACTIVE,
DIRECCIÓN DE EDUCACIÓN,GLOBALITY TIMES SAS,138000.0,,2025-04-23,R/219207350012,ACTIVE,
CENTRO DEPARTAMENTAL DE ROCHA,VYGON URUGUAY S A,33163936.0,,2025-07-23,R/213649450013,ACTIVE,
INTENDENCIA DE PAYSANDÚ,AVILA RODRIGUEZ FABRICIO RAMIRO,12358340.0,,2024-11-26,R/050090490017,ACTIVE,
RED DE ATENCIÓN PRIMARIA DE RIVERA,PERALES DEL SUR S A,82500.0,,2025-01-27,R/214605770010,ACTIVE,
DIRECCIÓN GENERAL DE SERVICIOS GANADEROS,JORGE REZK S.R.L.,64550.0,,2025-03-19,R/090106110018,ACTIVE,
INTENDENCIA DE MONTEVIDEO,NUTRISUR SA,129600.0,,2025-03-20,R/215293160016,ACTIVE,
JEFATURA DE POLICÍA DE MONTEVIDEO,CLOUDSOFT S.A.S.,1.855999e+16,,2025-04-08,R/216606380018,ACTIVE,
RED DE ATENCIÓN PRIMARIA DE SALTO,FARMACIA CALERO S R L,1.5682787099999998e+16,,2025-07-14,R/160075990016,ACTIVE,
DIRECCIÓN NACIONAL DE ARQUITECTURA,DAVILA MARQUEZ NUMAR ELIAS,195000.0,,2025-09-24,R/190275020012,ACTIVE,
CONSEJO DIRECTIVO CENTRAL,PLASTOLIT LTDA,73500.0,,2025-11-19,R/210000850012,ACTIVE,
ADMINISTRACIÓN NACIONAL DE PUERTOS,COMISIÓN INTERAMERICANA DE PUERTOS DE LA ORGANIZACIÓN DE LOS ESTADOS A,80000.0,,2025-04-24,X/USA52-1336464,ACTIVE,
INTENDENCIA DE MONTEVIDEO,PEREZ LOPEZ JEAN LARRY,1877050.0,,2025-01-09,R/219343390012,ACTIVE,
CONSEJO DE EDUCACIÓN SECUNDARIA,VIAVI S R L,56000.0,,2024-12-30,R/216296550018,ACTIVE,
DIRECCIÓN GENERAL DE SERVICIOS AGRÍCOLAS,VIA SEGURA S.R.L.,426229.0,,2025-06-10,R/180052000014,ACTIVE,
RED DE ATENCIÓN PRIMARIA DE RIVERA,COIT LTDA.,1.0859999699999998e+16,,2025-09-22,R/211006210013,ACTIVE,
FACULTAD DE AGRONOMÍA,MATIAUDE LOPEZ RICHARD OMAR,6393443.0,,2025-09-15,R/080144110014,ACTIVE,
ADMINISTRACIÓN DE LAS OBRAS SANITARIAS DEL ESTADO,EFICE SA,107640000.0,,2024-10-01,R/210152640010,ACTIVE,
INTENDENCIA DE MONTEVIDEO,BACCI FLEITAS STEFANI SOLEDAD,6034440.0,,2025-02-04,R/150819300015,ACTIVE,
JEFATURA DE POLICÍA DE SAN JOSÉ,CERLO SOCIEDAD ANONIMA,1485765.0,,2025-12-16,R/170007670017,ACTIVE,
DIRECCIÓN NACIONAL DE TURISMO,MONTE CARLO S A,1793442623.0,,2025-10-10,R/210153680016,ACTIVE,
"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",BANIFOX SOCIEDAD ANONIMA,1401634.0,,2025-03-24,R/215441590013,ACTIVE,
CENTRO DEPARTAMENTAL DE TACUAREMBÓ,CABINSUR SOCIEDAD ANONIMA,917100.0,,2025-11-03,R/214818270015,ACTIVE,
CONSEJO DE EDUCACIÓN INICIAL Y PRIMARIA,"CAMBAY S A INDUSTRIAL, INMOBILIARIA, FINANCIERA Y COMERCIAL",435000.0,,2025-10-17,R/210351170014,ACTIVE,
INTENDENCIA DE MONTEVIDEO,ESTUDIO SERIGRAFICO SAS,130000.0,,2025-11-27,R/219145710010,ACTIVE,
COMANDO GENERAL DEL EJÉRCITO,KRYPTON ELECTRONICA SRL,23800.0,,2025-06-24,R/216727770011,ACTIVE,
INTENDENCIA DE MONTEVIDEO,LUCHINETTI JOSEPH ALDO JAVIER,529000.0,,2025-07-02,R/150730080016,ACTIVE,
INTENDENCIA DE MONTEVIDEO,FIERRO VIGNOLI S A FIVISA,3.892e+16,,2025-01-20,R/210000400017,ACTIVE,
COMISIÓN DEL PATRIMONIO CULTURAL DE LA NACIÓN,REDBOX S.R.L.,778200.0,,2025-01-02,R/217298190017,ACTIVE,
INTENDENCIA DE MONTEVIDEO,ALUAL ABERTURAS S.A.S.,1948000.0,,2025-08-29,R/218484620016,ACTIVE,
INTENDENCIA DE COLONIA,CHIALVO BOGLIACINO GABRIEL ANDRES,2.7868853e+16,,2025-10-09,R/040232230012,ACTIVE,
INTENDENCIA DE MONTEVIDEO,ALVAREZ Y FERROU LTDA,8160.0,,2025-01-25,R/210304760013,ACTIVE,
BANCO DE LA REPÚBLICA DEL URUGUAY,INTERNATIONAL FIRE SAFETY CONSULTING DEL CONO SUR S.R.L.,10000.0,,2025-02-05,R/216698190016,ACTIVE,
INTENDENCIA DE MONTEVIDEO,RODRIGUEZ TRIA MARCELO ALEJANDRO,,,2025-03-28,R/215352640015,ACTIVE,
INTENDENCIA DE MONTEVIDEO,HANZAWA YONEKAWA SONIA CHIGUSA,350000.0,,2025-05-29,R/213461370012,ACTIVE,
JEFATURA DE POLICÍA DE LAVALLEJA,FIBRA INDUSTRIAL S.R.L,19000.0,,2025-09-25,R/217259020017,ACTIVE,
INTENDENCIA DE MONTEVIDEO,DOS SANTOS GRAMPIN JOAQUIN,4400000.0,,2025-10-31,R/220398830018,ACTIVE,
INTENDENCIA DE MONTEVIDEO,DENIS MUTAY DAIANA LUCIA,4512620.0,,2025-04-28,R/218649390011,ACTIVE,
INTENDENCIA DE FLORIDA,VIERA VELAZCO FERNANDO,4400000.0,,2025-03-24,R/070206300019,ACTIVE,
INTENDENCIA DE MONTEVIDEO,GUEDES DE REZENDE DIAZ FERNANDA,21000.0,,2025-04-25,R/217940960017,ACTIVE,
JEFATURA DE POLICÍA DE ARTIGAS,FERRAZ LEYTE GONZALEZ VALERIA KARINA,8700.0,,2025-12-12,R/215756690014,ACTIVE,
DIRECCIÓN NACIONAL DE CULTURA,ZAGARZAZU MESONES RODRIGO ANDRES,925000.0,,2025-10-14,R/218338730015,ACTIVE,
DIRECCIÓN GENERAL DE COORDINACIÓN,RIGOLI RODAO BRENDA MARISA,2709364.0,,2025-12-04,R/214556220016,ACTIVE,
ADMINISTRACIÓN NACIONAL DE USINAS Y TRASMISIONES ELÉCTRICAS,ELECTROSISTEMAS S.A,5976000.0,,2025-04-08,R/211984310019,ACTIVE,
INTENDENCIA DE FLORIDA,GONZALEZ ALBANO ALVARO CONO,18442623.0,,2025-01-24,R/070119360013,ACTIVE,
INSTITUTO NACIONAL DE ALIMENTACIÓN,SOCIEDAD DE FOMENTO RURAL DE COLONIA 18 DE JULIO,4921500.0,,2025-09-25,R/160263570010,ACTIVE,
INTENDENCIA DE PAYSANDÚ,RELAMAR SOCIEDAD ANONIMA,344265.0,,2024-03-11,R/214824390019,ACTIVE,
INTENDENCIA DE COLONIA,RAMON C ALVAREZ S A,77381861311.0,,2024-11-29,R/210420280014,ACTIVE,
INSTITUTO NACIONAL DE REHABILITACIÓN,SALVADOR LIVIO S A,3.71903e+16,,2025-03-28,R/210078800013,ACTIVE,
OFICINAS CENTRALES Y ESCUELAS DEPENDIENTES DE RECTORADO,J.R. PEREYRA CAPDEVILA SOCIEDAD ANONIMA,12900.0,,2025-10-15,R/214971980015,ACTIVE,
BANCO CENTRAL DEL URUGUAY,,,,,,UNSUCCESSFUL,
AUDITORÍA INTERNA DE LA NACIÓN,COOPERATIVA DE CONSUMOS DEL TRANSPORTE,38364.0,,2025-01-02,R/210172100011,ACTIVE,
BANCO DE SEGUROS DEL ESTADO,JUAN IGNACIO ROBKIN MARTINI,,,2024-12-07,C/26778582,ACTIVE,
INTENDENCIA DE MONTEVIDEO,CASTELLI RODRIGUEZ LUISINA Y RECALDE BURGUEÑO MARIA LAURA,471500.0,,2025-12-09,R/219809570010,ACTIVE,
CÁMARA DE REPRESENTANTES,AREVALO SABATO LAURA,920000.0,,2025-10-14,R/215957450010,ACTIVE,
ADMINISTRACIÓN NACIONAL DE PUERTOS,ABACOM LIMITADA,20800.0,,2025-03-06,R/210936040017,ACTIVE,
CONSEJO DE EDUCACIÓN SECUNDARIA,ORBICAR S.A,440000.0,,2024-12-20,R/217527250012,ACTIVE,
DIREC. GENERAL DE SECRETARÍA.,EBE PINTURAS S.A.S.,2.457377080000001e+16,,2025-11-12,R/218882440018,ACTIVE,
INTENDENCIA DE COLONIA,EL REMPUJON S.R.L.,32979108.0,,2025-11-26,R/180237560016,ACTIVE,
INTENDENCIA DE MONTEVIDEO,SOLE MALCUORI MICAELA Y HENDLER SCHUTZ DANIEL,25000.0,,2025-06-06,R/216026680016,ACTIVE,
DIRECCIÓN NACIONAL AVIACIÓN CIVIL E INFRAESTRUCTURA AERONÁUT,TAYM URUGUAY SOCIEDAD ANÓNIMA,21557377.0,,2025-10-08,R/216498090018,ACTIVE,
INTENDENCIA DE MONTEVIDEO,CENTRO DE MEDICINA Y ESPECIALIDADES SRL.,258880.0,,2025-01-31,R/215251300014,ACTIVE,
INTENDENCIA DE PAYSANDÚ,DALVITEX S A,3718800.0,,2024-09-20,R/213251050011,ACTIVE,
DIRECCIÓN NACIONAL DE ARQUITECTURA,CASTELMAR S R L,43934.0,,2025-11-26,R/210484420011,ACTIVE,
RED DE ATENCIÓN PRIMARIA DE RIVERA,MULATTIERI PEREIRA JIMENA VANESA,59754098.0,,2025-01-08,R/150958910017,ACTIVE,
DIRECCIÓN NACIONAL DE SANIDAD POLICIAL,MONEO CHARFULIO CLAUDIO DANIEL,96000.0,,2025-09-24,R/212599000011,ACTIVE,
DIREC. GENERAL DE SECRETARÍA.,BRET S.A.,258000.0,,2025-07-17,R/211373910019,ACTIVE,
DIRECCIÓN GENERAL DE SECRETARÍA,ADMINISTRACION DE LOS SERVICIOS DE SALUD DEL ESTADO,43610.0,,2025-09-16,T/29068,ACTIVE,
COMANDO GENERAL DE LA ARMADA,MACFISAN SOCIEDAD ANONIMA,557377.0,,2025-11-26,R/217376190016,ACTIVE,
BANCO DE PREVISIÓN SOCIAL,DENTAL CASTRO LTDA.,362685.0,,2025-08-04,R/211654210010,ACTIVE,
ADMINISTRACIÓN NACIONAL DE PUERTOS,SOMASOL SOCIEDAD ANONIMA,197200.0,,2025-07-01,R/215166570010,ACTIVE,
JEFATURA DE POLICÍA DE COLONIA,ALSERDA S R L,22836.0,,2025-02-11,R/213206330019,ACTIVE,
DIRECCIÓN NACIONAL DE TURISMO,PANROTAS EDITORA LTDA,204918032.0,,2025-09-02,X/BRA46.375.531/0001-60,ACTIVE,
ADMINISTRACIÓN NACIONAL DE USINAS Y TRASMISIONES ELÉCTRICAS,PROYECTOS SERVICIOS Y COMUNICACIONES SOCIEDAD ANON,1975000.0,,2025-06-06,R/213425150016,ACTIVE,
ADMINISTRACIÓN NACIONAL DE PUERTOS,DENAD INTERNACIONAL S.A.,275000.0,,2025-04-10,R/213539660013,ACTIVE,
HOSPITAL MACIEL,CEN-VAS LTDA.,2382900.0,,2025-10-16,R/212374750013,ACTIVE,
JUNTA DEPARTAMENTAL DE MONTEVIDEO,DE AMBROGGI RODRIGUEZ ANTONELLA MARIA,106000.0,,2025-01-07,R/215265620016,ACTIVE,
CENTRO AUXILIAR DE RÍO BRANCO,EUROFARMA URUGUAY SOCIEDAD ANONIMA,99000.0,,2025-01-23,R/210129270016,ACTIVE,
CENTRO DEPARTAMENTAL DE ROCHA,UVAL ARAUJO PEDRO GUILLERMO,51065574.0,,2025-07-08,R/150149690013,ACTIVE,
UNIVERSIDAD TECNOLÓGICA DEL URUGUAY,"SPROUTING EDUCATION, INC",155000.0,,2025-10-21,X/USA99-2212384,ACTIVE,
RED DE ATENCIÓN PRIMARIA DE RIVERA,RINQUE PHARMA S.A.,270000.0,,2025-04-01,R/216904850012,ACTIVE,
DIRECCIÓN NACIONAL DE TOPOGRAFÍA,METIOR SRL,287541.0,,2025-02-12,R/217327630016,ACTIVE,
OFICINAS CENTRALES Y ESCUELAS DEPENDIENTES DE RECTORADO,ESTUDIO MEDICO S.R. L.,4172760.0,,2025-11-17,R/215068570016,ACTIVE,
INTENDENCIA DE MONTEVIDEO,CAMPORA CARDELINO JORGE PABLO,32400.0,,2025-01-27,R/214651840018,ACTIVE,
SECRETARÍA DEL MINISTERIO DEL INTERIOR,BOOKSHOP SOCIEDAD ANONIMA,7.000819e+16,,2025-04-21,R/212629740018,ACTIVE,
DIRECCIÓN GENERAL DE COORDINACIÓN,APG S R L,2763636.0,,2025-12-03,R/214130110011,ACTIVE,
DIRECCIÓN NACIONAL DE VIALIDAD,CAMARGO DIAZ MARIA XIMENA,940460.0,,2025-12-02,R/217842800015,ACTIVE,
ADMINISTRACIÓN NACIONAL DE PUERTOS,STARSIKOL SOCIEDAD ANONIMA,433895.0,,2025-01-10,R/215157020011,ACTIVE,
FACULTAD DE ARTES,BENTANCUR MOLINA DANIEL MAURO,387000.0,,2025-11-17,R/080111770015,ACTIVE,
RED DE ATENCIÓN PRIMARIA DE SALTO,PANACEASALTO SRL,221040984.0,,2025-01-03,R/160066690013,ACTIVE,
OFICINAS CENTRALES Y ESCUELAS DEPENDIENTES DE RECTORADO,BIOONE,166670.0,,2025-06-09,G/5303669054,ACTIVE,
CENTRO AUXILIAR DE PANDO,ELECTRO 5 ESQUINAS S R L,17213115.0,,2025-07-15,R/110096380016,ACTIVE,
COMANDO GENERAL DE LA FUERZA AÉREA,MERALIR S A,8680001999999999.0,,2025-07-09,R/214378740019,ACTIVE,
RED DE ATENCIÓN PRIMARIA DE CANELONES,CLAP LABORATORIOS S R L,236152.0,,2025-08-29,R/212792120015,ACTIVE,
RED DE ATENCIÓN PRIMARIA DE LAVALLEJA,INDACAR S A,985870.0,,2025-09-17,R/213022240017,ACTIVE,
"ADMINISTRACIÓN NACIONAL DE COMBUSTIBLE, ALCOHOL Y PORTLAND",TRANSPORTADORA DE GAS DEL NORTE SA,20454546.0,,2025-10-01,X/ARG30657853056,ACTIVE,
INTENDENCIA DE MONTEVIDEO,POZZI Y POZZI S.R.L,3102.0,,2025-04-07,R/217561560010,ACTIVE,
COMISIÓN ADMINISTRATIVA DEL PODER LEGISLATIVO,SOMOS SONIDO ASOCIACION CIVIL,540000.0,,2025-04-02,R/216944390012,ACTIVE,
"ADMINISTRACIÓN NACIONAL DE COMBUSTIBLE, ALCOHOL Y PORTLAND",VIVESTAR SOCIEDAD ANONIMA,1018800.0,,2025-03-20,R/212678260016,ACTIVE,
INTENDENCIA DE MONTEVIDEO,COOPERATIVA DE TRABAJO PROFUNCOOP,2032787.0,,2025-08-06,R/215444100017,ACTIVE,
DIRECCIÓN GENERAL DE COORDINACIÓN,OLMAN PALUMBO OPTICOS LTDA,5.701637e+16,,2025-09-29,R/213960700018,ACTIVE,
INTENDENCIA DE MONTEVIDEO,VILLARREAL DURAN HEBERT NELSON,22131147.0,,2025-01-13,R/215044560010,ACTIVE,
INTENDENCIA DE MONTEVIDEO,GUEVARA MACHADO MARIO LORENZO,3580000.0,,2025-10-03,R/219043330014,ACTIVE,
DIRECCIÓN GENERAL DE LA SALUD,CANTELMAR SOCIEDAD ANONIMA,5500.0,,2025-02-26,R/216268710014,ACTIVE,
SERVICIO NACIONAL DE ORTOPEDIA Y TRAUMATOLOGÍA,UMIRAL S A,329690.0,,2025-02-04,R/213299380011,ACTIVE,
INTENDENCIA DE CANELONES,TRAVERS CASSAMAGNAGHI MATIAS,2940000.0,,2024-12-27,R/215415320012,ACTIVE,
INTENDENCIA DE MONTEVIDEO,FUNES GARCIA RAYSA,7898880.0,,2025-05-30,R/218980400010,ACTIVE,
INTENDENCIA DE MONTEVIDEO,SIETEVEINTE S.R.L.,4508196725.0,,2023-11-21,R/217319620015,ACTIVE,
INTENDENCIA DE FLORIDA,AYCAGUER RODRIGUEZ OSCAR ANDRES,18727274.0,,2025-01-21,R/070209280019,ACTIVE,
BANCO DE SEGUROS DEL ESTADO,TAKODA S.A.,269254.0,,2025-04-09,R/216909840015,ACTIVE,
ATENCION DE URGENCIA EMERGENCIA PREHOSPITALARIA Y TRASLADO.,,,,,,UNSUCCESSFUL,
ADMINSTRACIÓN NACIONAL DE CORREOS,RUBIO RUBINETTI FERNANDO PEDRO,240000.0,,2025-04-09,R/216603190013,ACTIVE,
INTENDENCIA DE RÍO NEGRO,FELTIX SOCIEDAD ANONIMA,540031065574.0,,2023-03-13,R/216613570013,ACTIVE,
